title,url,url_id
Testimoni Alumni Teknik INDUSTRI UDINUS,https://www.youtube.com/watch?v=v7LNASEO-7w,v7LNASEO-7w
[LIVE] WISUDA KE-74 UNIVERSITAS DIAN NUSWANTORO,https://www.youtube.com/watch?v=z-KS7qxTrcQ,z-KS7qxTrcQ
Tugas Matrikulasi - Promosi Fakultas Ilmu Komputer (FIK) UDINUS,https://www.youtube.com/watch?v=X-r7aW6_8OY,X-r7aW6_8OY
"MIMPI ARHAN YANG TERWUJUD - KULIAH UDINUS, PACAR MANIS, DAN BERPRESTASI...!!",https://www.youtube.com/watch?v=-OOiIoNJeVw,-OOiIoNJeVw
Team J - Rapsodi @Udinus,https://www.youtube.com/watch?v=DBLYTlaQuf8,DBLYTlaQuf8
Profil Dosen dan Karyawan FEB UDINUS,https://www.youtube.com/watch?v=_UhS4NTEwdo,_UhS4NTEwdo
Mahasiswi Kembar Udinus Lulus Cumlaude Wisuda Bersama,https://www.youtube.com/watch?v=svrnXJJKqeA,svrnXJJKqeA
Yakali UDINUS ga punya parkiran ? 😅,https://www.youtube.com/shorts/ChQObYsTMrM,ChQObYsTMrM
Valorant Scrim Campus with UDINUS Esport Community,https://www.youtube.com/watch?v=lMooohLtduU,lMooohLtduU
Udinus Kembali Luluskan 892 Wisudawan Unggulan,https://www.youtube.com/watch?v=-9CWLfhvcRg,-9CWLfhvcRg
RUTE KE KAMPUS UDINUS SEMARANG,https://www.youtube.com/watch?v=we_UA8bIC6U,we_UA8bIC6U
[LIVE] WISUDA UDINUS KE-72,https://www.youtube.com/watch?v=efuHFHUGWYY,efuHFHUGWYY
Mahasiswa Ilkom Udinus Gelar Art Performance dan Exhibition Fotografi,https://www.youtube.com/watch?v=f5Z6_gm0rPw,f5Z6_gm0rPw
Try out pencak silat Undip vs Udinus persiapan pomprov jateng,https://www.youtube.com/watch?v=O-__SZlONxA,O-__SZlONxA
Podcast Teapot Series 1 - Kehidupan Anak Teknik Informatika Udinus,https://www.youtube.com/watch?v=gT3LXREATmI,gT3LXREATmI
Video Profil Biro Prodi Manajemen Udinus Kediri,https://www.youtube.com/watch?v=kIrPzkYkxKc,kIrPzkYkxKc
BIMBINGAN SKRIPSI di UDINUS Prodi Teknik Informatika #alightmotion #computerscience #struggle #clip,https://www.youtube.com/shorts/tNsL8b0RHTU,tNsL8b0RHTU
FILLER WISUDA UDINUS 74,https://www.youtube.com/watch?v=SH2qEg2Lka0,SH2qEg2Lka0
LIMA Basket Kaskus CJYC (Semarang): UDINUS vs UNNES (Men's Final),https://www.youtube.com/watch?v=ZkdqxHhz6sY,ZkdqxHhz6sY
Cara Membuat dan Aktivasi Student Blog Mahasiswa UDINUS 2017,https://www.youtube.com/watch?v=FfeLF6GRTo4,FfeLF6GRTo4
[LIVE] Apresiasi UDINUS Untuk Atlet Indonesia Bersama Pratama Arhan,https://www.youtube.com/watch?v=RjC4T8m8g5Q,RjC4T8m8g5Q
Udinus Jalin Kerjasama Dengan Klub Voli Sukun Badak,https://www.youtube.com/watch?v=urzNdsKlLQs,urzNdsKlLQs
VIRTUAL JOBFAIR 3 UDINUS,https://www.youtube.com/watch?v=-kPrAhoVx4k,-kPrAhoVx4k
[FULL FANCAM] JKT48 TEAM J @ Bunkasai UDINUS Semarang 160220,https://www.youtube.com/watch?v=Y9Ht8JuqleA,Y9Ht8JuqleA
Penutupan Dinusfest 2023 Ajang Unjuk Karya Seni Mahasiswa Udinus,https://www.youtube.com/watch?v=8e3SlaOWX9U,8e3SlaOWX9U
Bunkasai Udinus 2020 - Kyoto Hanafubuki Aftermovie | Hikari Udinus Official Channel,https://www.youtube.com/watch?v=jxVCPuMIgPg,jxVCPuMIgPg
NGICIP ON THE STREET - PENGELOLAAN PERHOTELAN UDINUS - SEG 1,https://www.youtube.com/watch?v=4pyf5g5Mwro,4pyf5g5Mwro
"Malam Inagurasi 2018 "" UKM MUSIK UDINUS """,https://www.youtube.com/watch?v=jAVXqVkNBo0,jAVXqVkNBo0
VLOG LKMM-TD 2022 - BEM FEB UDINUS,https://www.youtube.com/watch?v=shrXlavniJo,shrXlavniJo
KKL S1 Akuntansi UDINUS Surabaya - Bali 2019,https://www.youtube.com/watch?v=moZo_qWgZhM,moZo_qWgZhM
Wisuda 66 Fakultas Teknik UDINUS,https://www.youtube.com/watch?v=-KLFNMFOrbw,-KLFNMFOrbw
PMK UDINUS - Tinggi NamaMu di Puji x Aku di Berkati | DINUS INSIDE 2020,https://www.youtube.com/watch?v=K9skQZWE4Fo,K9skQZWE4Fo
UKM Musik Udinus live streaming Session-1,https://www.youtube.com/watch?v=KOxJUFfe7D0,KOxJUFfe7D0
Udinus Ciptakan Robot Catur Pertama di Indonesia,https://www.youtube.com/watch?v=A-tywEWGWnA,A-tywEWGWnA
[LIVE] WISUDA UDINUS KE-73,https://www.youtube.com/watch?v=Fbf1FHTU9Pk,Fbf1FHTU9Pk
Dokumentasi praktik UAS fotografi 2 PSDKU Udinus Kediri,https://www.youtube.com/watch?v=hTo4IR5Gy-M,hTo4IR5Gy-M
After Movie Bunkasai Udinus 2019,https://www.youtube.com/watch?v=UoOqA3zDJN8,UoOqA3zDJN8
[LIVE] Khataman Alquran Online UDINUS Putaran ke - 210,https://www.youtube.com/watch?v=3qcWvzXSEx8,3qcWvzXSEx8
"PROGRAM STUDI BAHASA INGGRIS FIB UDINUS, UNGGUL DI BIDANG BUDAYA, BAHASA, DAN SASTRA INGGRIS",https://www.youtube.com/watch?v=Pd1EVoiK-jg,Pd1EVoiK-jg
CAMPUS CORNER - UKM Catur Udinus Raih Prestasi di Kejuaraan Tingkat Nasional - Seg 5,https://www.youtube.com/watch?v=LBA20YsAw88,LBA20YsAw88
Mahasiswa UDINUS Ciptakan Alat Pendeteksi Diabetes,https://www.youtube.com/watch?v=J3TOpPEHLFc,J3TOpPEHLFc
DINUS INSIDE MABA 2021 BIRO UMUM UDINUS,https://www.youtube.com/watch?v=DCs2vJGJUmg,DCs2vJGJUmg
BEHIND THE SCENE WISUDAKU | WISUDA UDINUS KE 75,https://www.youtube.com/watch?v=MTUrhl29FCU,MTUrhl29FCU
Tongkrongan Murah Favorit Mahasiswa UDINUS #shorts,https://www.youtube.com/watch?v=zt78rwrI1Ek,zt78rwrI1Ek
"Gara-Gara Jual Foto Selfi, Ghozali Mahasiswa Udinus! Mendadak Milyader!!!",https://www.youtube.com/watch?v=bdQe-JWdQpc,bdQe-JWdQpc
[LIVE] MATRIKULASI UDINUS 2021 - Day 1,https://www.youtube.com/watch?v=sgTIOpbwve8,sgTIOpbwve8
QF UNIKA CUP II ZUFAR (UNNES) VS PATRIK SIMSON (UDINUS),https://www.youtube.com/watch?v=DHQNS1mRj74,DHQNS1mRj74
Mahasiswa FTV Udinus Pamerkan Hasil Karya Tugas Akhir,https://www.youtube.com/watch?v=lE6HhDvrJ00,lE6HhDvrJ00
PORSIMAPTAR English Competition Speech - Yolanda Marcela Binambuni - Udinus,https://www.youtube.com/watch?v=6OYVgM6S_uU,6OYVgM6S_uU
Jurit Nuswantoro - UDINUS,https://www.youtube.com/watch?v=EAxjJKNG_h8,EAxjJKNG_h8
Udinus Sport Center👍 #shorts #short #udinus #sportcenter #semarang,https://www.youtube.com/shorts/_uCEahddGXQ,_uCEahddGXQ
"PECAAAHHH !!! ANJI BAWAKAN LAGU ""DIA"" || LIVE UDINUS (Dinus Night Festival) Semarang",https://www.youtube.com/watch?v=gfD8pHrvrhs,gfD8pHrvrhs
Robot Pengangkut Udinus Digunakan Untuk Industri,https://www.youtube.com/watch?v=xXU8JS-SxlI,xXU8JS-SxlI
ABDIDAYA PPK ORMAWA 2022 - DPM FKES UDINUS - PEMBERDAYAAN KAMPUNG JAMU WONOLOPO,https://www.youtube.com/watch?v=VmMg9TbFjlE,VmMg9TbFjlE
Udinus Raih Hibah Matching Fund Kedaireka Senilai Rp 8 M,https://www.youtube.com/watch?v=HaYScS7egLo,HaYScS7egLo
CAMPUS CORNER - Alumni UDINUS Yang Kembali ke Indonesia Dan Jadi Dosen Di UDINUS - SEG 5,https://www.youtube.com/watch?v=ylt72CrUYnk,ylt72CrUYnk
VIDEO PROFIL PPK ORMAWA HIMPUNAN MAHASISWA SISTEM INFORMASI UDINUS 2022,https://www.youtube.com/watch?v=fMPoiZ7DPdc,fMPoiZ7DPdc
Tim Voli Udinus Tantang Sukun Badak di Laga Persahabatan,https://www.youtube.com/watch?v=HMGslk8Fi1U,HMGslk8Fi1U
DINUS INSIDE FAKULTAS KESEHATAN 2022 - DAY 3,https://www.youtube.com/watch?v=IRqNVIlfSBk,IRqNVIlfSBk
"Keren! Robot Karya Udinus Mulai Dipakai di Industri Tekstil, Bantu Kerja Lebih Efisien",https://www.youtube.com/watch?v=Lo3gdveMXzk,Lo3gdveMXzk
Kunjungan Mahasiswa Udinus ke Polrestabes Semarang serta pengenalan aplikasi LIBAS 14/11,https://www.youtube.com/watch?v=wWE-TW0Qt4Y,wWE-TW0Qt4Y
KUPAS KAMPUS - Outfit Mahasiswa UDINUS | Universitas Dian Nuswantoro,https://www.youtube.com/watch?v=_j_odNoYMFs,_j_odNoYMFs
UKM Basket Udinus Raih 3 Juara di Ajang Walikota Cup #DinusFMonScreen Eps 30,https://www.youtube.com/watch?v=qrL-60BQRSw,qrL-60BQRSw
SALTO SUKSES FINAL Yossy (Final) UNISRI vs UDINUS POMPROV Taekwondo Jawa Tengah 2022 // U 58 Kg,https://www.youtube.com/watch?v=DquISxArE5w,DquISxArE5w
4157 Mahasiswa Baru Udinus Ikuti Dinus Inside,https://www.youtube.com/watch?v=A_btXzuo4LY,A_btXzuo4LY
Pakem Cup 2022 Semarang || Govita Vs Udinus,https://www.youtube.com/watch?v=SpQZcN1cpTQ,SpQZcN1cpTQ
CAMPUS CORNER - Perubahan Prodi Sastra Inggris ke Bahasa Inggris UDINUS - SEG 4,https://www.youtube.com/watch?v=QPQzJ8ONxk4,QPQzJ8ONxk4
Wadahi Pro Player E-Sport Udinus Kediri Menggelar Turnamen Mobile Legend Terbesar,https://www.youtube.com/watch?v=UdStzdkpMQs,UdStzdkpMQs
Udinus Jaring Masukan Dari Dunia Industri,https://www.youtube.com/watch?v=rpSJXT-_DZM,rpSJXT-_DZM
Pengabdian Masyarakat Anak 2021 - HMKM UDINUS,https://www.youtube.com/watch?v=xCEstObCjO8,xCEstObCjO8
MABA UDINUS DITEKANKAN HARUS BERKARAKTER,https://www.youtube.com/watch?v=PGSSDYRZ0Rs,PGSSDYRZ0Rs
CAMPUS CORNER - Prodi D 4 Animasi UDINUS Produksi Film SI WARIK - SEG 1,https://www.youtube.com/watch?v=eYaVKaoZNHs,eYaVKaoZNHs
Layanan Terbaru Perpustakaan UDINUS,https://www.youtube.com/watch?v=3yLdQYET_ck,3yLdQYET_ck
Cokelat Bendera (Cover by Anggota UKM Musik UDINUS 2013 dan 2014),https://www.youtube.com/watch?v=n3NyoWI-vFY,n3NyoWI-vFY
UNIVERSITAS DIAN NUSWANTORO - UDINUS TIKTOK AWARD #shorts,https://www.youtube.com/shorts/Vxx5mvnQ8bE,Vxx5mvnQ8bE
[LIVE] NGICIP - Kearifan Lokal Mataram,https://www.youtube.com/watch?v=0ZhzCLm7n5g,0ZhzCLm7n5g
Dijual Rumah dan Kos Kosan dekat Kampus Udinus Semarang 😍 #rumahsemarang #rumahsiaphuni #koskosan,https://www.youtube.com/shorts/GmmPphnYMW4,GmmPphnYMW4
MAHASISWA UDINUS PENERIMA BEASISWA KIP JALANI PEMANTAUAN,https://www.youtube.com/watch?v=ligMZChFoHc,ligMZChFoHc
PROSES STERILISASI MAJT MENGGUNAKAN ROBOT BUATAN MAHASISWA UDINUS,https://www.youtube.com/watch?v=4Azi-y8A5vo,4Azi-y8A5vo
Udinus Ikut Bangga Atas Prestasi Gemilang Pratama Arhan,https://www.youtube.com/watch?v=IUoIyZsHqi0,IUoIyZsHqi0
FGA DTS-UDINUS-Using Digital Signatures -ARIS DWI WAHYUDI,https://www.youtube.com/watch?v=o4t2wUG4zX0,o4t2wUG4zX0
HIKARI & SASTRA JEPANG UDINUS [PERIODE 2022/2023],https://www.youtube.com/watch?v=vtt2e2rP0Go,vtt2e2rP0Go
Udinus Serahkan Aplikasi Pengelolaan Sampah Sikecik Pada Bank Sampah Kelurahan Krobokan,https://www.youtube.com/watch?v=2aVM5Nsxs74,2aVM5Nsxs74
Mahasiswa Udinus Gelar Campaign Jajanan Tempo Doloe,https://www.youtube.com/watch?v=lgRYSGBO71Q,lgRYSGBO71Q
MENDUNG TANPO UDAN - NDARBOY GENK (Cover By SENOXX) INAGURASI UDINUS 2021,https://www.youtube.com/watch?v=clipfab7820,clipfab7820
AKREDITASI A UDINUS,https://www.youtube.com/watch?v=licA1gI-LhE,licA1gI-LhE
CAMPUS CORNER - Mahasiswa Dan Alumni UDINUS Menceritakan Prospek Kerja Yang Sesuai Jurusan - SEG 3,https://www.youtube.com/watch?v=WWUo36a7m2w,WWUo36a7m2w
Prodi Kesehatan Lingkungan Udinus Raih Juara 1 Esai Nasional #DinusFMonScreen Eps. 23,https://www.youtube.com/watch?v=k6PMTVTs0YY,k6PMTVTs0YY
LIVE FULL KONSER DENNY CAKNAN DI SEMARANG MALAM INI BAWAKAN KALIH WELASKU DAN CRITO MUSTAHIL!,https://www.youtube.com/watch?v=6ClarU8bnDo,6ClarU8bnDo
UDINUS LULUS DENGAN PREDIKAT CUMLAUDE,https://www.youtube.com/watch?v=bU9Qf6Mvm2s,bU9Qf6Mvm2s
Udinus Ajak Mahasiswa Baru Tanam 4000 Mangrove,https://www.youtube.com/watch?v=0Dn3c8XtzeI,0Dn3c8XtzeI
FLASHBMOB - FEB UDINUS 2018/2019,https://www.youtube.com/watch?v=B7aw_hZYU8M,B7aw_hZYU8M
KUNJUNGAN ISI SURAKARTA KE UDINUS SEMARANG,https://www.youtube.com/watch?v=pwzGYILIcxg,pwzGYILIcxg
[LIVE] Special Talkshow - Mid Year Camp Program 2022 Udinus - UMT,https://www.youtube.com/watch?v=w3-NlwyOG5Y,w3-NlwyOG5Y
SBL 2022 10 FEBRUARI UDINUS VS UKSW (PA),https://www.youtube.com/watch?v=ydPqDEeNn3M,ydPqDEeNn3M
POMPROV PENCAK SILAT JATENG 2022 | JESISCA METHA [UMS] VS NUR IZZATUN [UDINUS],https://www.youtube.com/watch?v=u9aetXskpUo,u9aetXskpUo
BUNKASAI UDINUS 2019 BAND COMPETITION - KAKU BAND #bunkasaiudinus2019,https://www.youtube.com/watch?v=bDbtn9I6-Rs,bDbtn9I6-Rs
TRETAN MUSLIM JADI MUSUH NETIZEN??? [MUSLIM & COKI] - IEL University Series,https://www.youtube.com/watch?v=yZDYxBA2gEI,yZDYxBA2gEI
HIPMI Perguruan Tinggi Udinus Resmi Dilantik,https://www.youtube.com/watch?v=EQjHUFUd-MM,EQjHUFUd-MM
Hella Rotan - PSM Gita Dian Nuswa UDINUS Semarang,https://www.youtube.com/watch?v=ij5C_TntVy8,ij5C_TntVy8
DENNY CAKNAN LIVE UDINUS SEMARANG Feat SOUNDMAN DC MUSIC Abah Andre,https://www.youtube.com/shorts/1bSDcCvAYTY,1bSDcCvAYTY
"UDINUS 10 BESAR PTS TERBAIK NASIONAL, GANJAR UCAPKAN SELAMAT",https://www.youtube.com/watch?v=Gc9JD3XArpU,Gc9JD3XArpU
Yamko Rambe Yamko (arr. Agustinus Bambang Jusana) by Gita Dian Nuswa Choir,https://www.youtube.com/watch?v=zEoH6vciix8,zEoH6vciix8
GM Susanto Megaranto Hadiri Pembukaan Turnamen Catur Online Udinus Semarang,https://www.youtube.com/watch?v=c0F_zGvZrkw,c0F_zGvZrkw
Mahasiswa Udinus Berhasil Raih Emas di Kompetisi Nasional Cartesion,https://www.youtube.com/watch?v=oMNNf3Pr0FA,oMNNf3Pr0FA
